game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta++__vs__Génétique (éval AB)__seed9200018__Bstart,,B,A,victory,10,"1,2,CIRCLE | 2,1,CIRCLE | 2,3,TRIANGLE | 1,0,TRIANGLE",2.849247,8.512768,5,5,148,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",3.741302,9.267070,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010020__Bstart,,B,A,victory,10,"1,2,TRIANGLE | 2,1,CIRCLE | 3,3,CIRCLE | 3,2,DIAMOND",2.756314,6.270630,5,5,140,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.788010,9.203076,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020020__Bstart,,B,A,victory,10,"0,2,CIRCLE | 1,1,CIRCLE | 2,1,SQUARE | 3,0,DIAMOND",2.864754,7.875530,5,5,143,189,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030019__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.806206,11.596550,5,4,196,132,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030020__Bstart,,B,B,victory,9,"3,3,DIAMOND | 1,1,CIRCLE | 1,2,TRIANGLE | 0,1,DIAMOND",2.761565,4.788989,4,5,138,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4040019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.687432,11.633243,4,3,176,117,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040020__Bstart,,B,B,victory,9,"0,0,TRIANGLE | 2,2,CIRCLE | 1,3,CIRCLE | 0,2,SQUARE",2.648618,5.474785,4,5,134,200,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050019__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.954943,12.894450,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050020__Bstart,,B,A,victory,10,"3,3,CIRCLE | 1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE",2.790980,7.588945,5,5,153,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060019__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.969163,11.620074,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6060020__Bstart,,B,A,victory,12,"3,2,CIRCLE | 1,1,CIRCLE | 2,1,SQUARE | 0,2,SQUARE",2.859457,9.174559,6,6,157,192,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070019__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 3,0,TRIANGLE",3.782618,8.810530,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070020__Bstart,,B,B,victory,9,"2,3,SQUARE | 1,1,CIRCLE | 1,2,TRIANGLE | 3,0,DIAMOND",2.780243,6.586682,4,5,132,179,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8080019__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 3,0,CIRCLE",3.878531,12.206827,5,4,192,132,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080020__Bstart,,B,B,victory,9,"0,1,SQUARE | 2,2,TRIANGLE | 3,0,TRIANGLE | 2,0,DIAMOND",2.723627,5.253629,4,5,132,191,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090019__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.958872,12.332661,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090020__Bstart,,B,B,victory,9,"0,1,SQUARE | 2,2,TRIANGLE | 1,2,CIRCLE | 2,3,SQUARE",2.818576,6.080128,4,5,135,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed1120019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,TRIANGLE",3.239625,11.099496,4,3,174,118,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120020__Bstart,,B,B,victory,9,"3,1,DIAMOND | 1,2,CIRCLE | 2,2,TRIANGLE | 1,3,SQUARE",2.766523,5.360218,4,5,130,196,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed2130019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,0,SQUARE",3.785426,10.770371,4,3,177,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130020__Bstart,,B,B,victory,9,"0,3,CIRCLE | 2,1,SQUARE | 2,2,TRIANGLE | 1,2,DIAMOND",2.717141,6.307619,4,5,135,199,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3140019__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.862013,11.126368,5,4,195,140,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3140020__Bstart,,B,B,victory,7,"2,2,TRIANGLE | 1,1,CIRCLE | 3,0,DIAMOND | 0,1,TRIANGLE",2.570193,6.609846,3,4,118,178,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150019__Astart,,A,B,victory,10,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 0,0,TRIANGLE",3.837697,10.558052,5,5,175,139,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150020__Bstart,,B,A,victory,10,"0,2,DIAMOND | 1,1,CIRCLE | 2,1,TRIANGLE | 3,0,DIAMOND",2.787267,6.185925,5,5,149,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160019__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.789353,9.906229,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160020__Bstart,,B,B,victory,9,"2,2,TRIANGLE | 1,1,CIRCLE | 0,3,CIRCLE | 3,0,TRIANGLE",2.785849,8.113537,4,5,137,186,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6170019__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 0,1,TRIANGLE",3.880557,10.616875,5,4,197,138,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6170020__Bstart,,B,B,victory,13,"2,1,SQUARE | 1,2,CIRCLE | 1,0,DIAMOND | 0,3,SQUARE",2.774818,7.970004,6,7,137,205,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed7180019__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.945897,12.548605,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed7180020__Bstart,,B,B,victory,13,"3,0,TRIANGLE | 1,2,CIRCLE | 2,2,DIAMOND | 0,3,TRIANGLE",2.820245,5.738993,6,7,143,213,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8190019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,DIAMOND",3.262307,11.461686,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8190020__Bstart,,B,B,victory,11,"2,2,TRIANGLE | 1,1,CIRCLE | 1,3,SQUARE | 0,1,SQUARE",2.910577,6.944678,5,6,146,205,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9200019__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,2,DIAMOND",3.791654,9.546482,4,3,178,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200020__Bstart,,B,B,victory,9,"2,2,SQUARE | 1,1,CIRCLE | 3,0,TRIANGLE | 0,3,TRIANGLE",2.737804,7.755748,4,5,137,178,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed1010021__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",3.763873,8.756783,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010022__Bstart,,B,B,victory,13,"0,3,CIRCLE | 2,1,SQUARE | 2,2,TRIANGLE | 1,2,DIAMOND",2.837361,6.147612,6,7,145,199,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed2020021__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.785305,9.301161,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020022__Bstart,,B,B,victory,11,"0,3,CIRCLE | 2,1,SQUARE | 2,2,TRIANGLE | 1,2,DIAMOND",2.870318,6.798873,5,6,153,198,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3030021__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.787543,9.969519,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030022__Bstart,,B,A,victory,12,"1,0,CIRCLE | 2,1,CIRCLE | 1,1,TRIANGLE | 0,2,SQUARE",2.750020,8.040738,6,6,164,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040021__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.786564,9.891937,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040022__Bstart,,B,B,victory,9,"1,3,TRIANGLE | 2,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE",2.774149,5.991034,4,5,136,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050021__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.806748,11.529991,5,4,196,132,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5050022__Bstart,,B,B,victory,9,"2,2,SQUARE | 1,1,CIRCLE | 0,3,DIAMOND | 3,2,TRIANGLE",2.736002,7.597777,4,5,138,185,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6060021__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.681951,11.604108,4,3,176,117,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060022__Bstart,,B,A,victory,10,"2,0,SQUARE | 1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE",2.787828,7.034258,5,5,150,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070021__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 3,0,TRIANGLE",3.903916,11.755039,5,4,192,131,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070022__Bstart,,B,B,victory,9,"0,3,DIAMOND | 2,1,CIRCLE | 1,1,TRIANGLE | 2,0,DIAMOND",2.793693,5.410959,4,5,138,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8080021__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,TRIANGLE",3.368113,10.551613,5,4,189,131,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080022__Bstart,,B,B,victory,11,"1,1,CIRCLE | 2,2,CIRCLE | 0,3,SQUARE | 0,1,DIAMOND",2.785692,7.558356,5,6,144,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090021__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 3,0,DIAMOND",3.861495,10.894019,5,4,187,136,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9090022__Bstart,,B,A,victory,8,"2,1,TRIANGLE | 1,2,CIRCLE | 0,2,DIAMOND | 3,3,SQUARE",2.713959,6.029420,4,4,138,174,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120021__Astart,,A,B,victory,10,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,0,DIAMOND",3.890043,10.677724,5,5,177,161,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed1120022__Bstart,,B,A,victory,10,"1,0,DIAMOND | 2,1,CIRCLE | 2,2,TRIANGLE | 3,3,DIAMOND",2.783736,5.864270,5,5,149,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130021__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.946687,12.801687,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed2130022__Bstart,,B,B,victory,11,"1,2,DIAMOND | 2,1,CIRCLE | 0,1,TRIANGLE | 2,0,SQUARE",2.765176,6.116847,5,6,137,203,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3140021__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.972452,11.717183,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__Génétique (éval AB)__seed3140022__Bstart,,B,B,victory,9,"2,1,SQUARE | 1,2,CIRCLE | 0,0,DIAMOND | 1,3,TRIANGLE",2.826259,7.608008,4,5,136,182,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150021__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 3,0,DIAMOND",3.790216,9.796037,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4150022__Bstart,,B,B,victory,9,"3,1,DIAMOND | 1,2,CIRCLE | 2,2,SQUARE | 1,3,TRIANGLE",2.736955,5.056079,4,5,134,188,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5160021__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,3,DIAMOND",3.786320,10.103860,4,3,176,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160022__Bstart,,B,A,victory,8,"0,1,DIAMOND | 1,2,CIRCLE | 2,2,SQUARE | 3,3,DIAMOND",2.700961,6.249686,4,4,140,173,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6170021__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.963891,11.410623,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6170022__Bstart,,B,B,victory,11,"3,0,DIAMOND | 1,2,CIRCLE | 1,1,TRIANGLE | 0,2,DIAMOND",2.767008,5.633070,5,6,137,206,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed7180021__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 2,0,DIAMOND",3.786111,8.947101,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180022__Bstart,,B,B,victory,9,"0,0,DIAMOND | 2,2,CIRCLE | 2,1,SQUARE | 1,1,TRIANGLE",2.816461,5.323657,4,5,143,196,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8190021__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",3.754563,9.263209,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8190022__Bstart,,B,A,victory,10,"0,2,SQUARE | 1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE",2.802160,7.123627,5,5,150,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200021__Astart,,A,A,victory,13,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 2,1,SQUARE",3.952989,12.444819,7,6,199,154,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200022__Bstart,,B,A,victory,8,"1,2,SQUARE | 2,1,CIRCLE | 2,0,TRIANGLE | 3,3,DIAMOND",2.787729,6.841238,4,4,140,174,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010023__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.692632,11.527716,4,3,176,117,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1010024__Bstart,,B,B,victory,13,"1,1,CIRCLE | 2,2,CIRCLE | 0,3,TRIANGLE | 0,2,DIAMOND",2.818992,7.735505,6,7,145,194,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed2020023__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 1,0,DIAMOND",3.884329,10.696857,5,4,197,138,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2020024__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,1,CIRCLE | 0,0,DIAMOND | 3,3,DIAMOND",2.759134,7.609297,4,5,134,193,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3030023__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,0,DIAMOND",3.525380,11.213949,5,4,183,140,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3030024__Bstart,,B,A,victory,8,"2,0,DIAMOND | 1,1,CIRCLE | 0,3,CIRCLE | 2,3,SQUARE",2.718565,5.781294,4,4,137,174,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4040023__Astart,,A,B,victory,10,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,0,TRIANGLE",3.861885,10.067025,5,5,178,156,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4040024__Bstart,,B,A,victory,10,"3,2,CIRCLE | 1,1,CIRCLE | 2,1,SQUARE | 0,2,SQUARE",2.828179,9.015537,5,5,153,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5050023__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.969851,11.475623,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5050024__Bstart,,B,A,victory,10,"3,2,CIRCLE | 1,1,CIRCLE | 2,1,TRIANGLE | 0,2,TRIANGLE",2.832449,8.821227,5,5,148,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed6060023__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.971535,11.826270,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6060024__Bstart,,B,B,victory,9,"2,3,TRIANGLE | 1,1,CIRCLE | 1,2,DIAMOND | 3,2,SQUARE",2.836909,6.143780,4,5,137,187,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed7070023__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 1,0,DIAMOND",3.880141,10.928829,5,4,197,138,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7070024__Bstart,,B,A,victory,10,"1,3,CIRCLE | 2,1,CIRCLE | 2,2,DIAMOND | 1,0,DIAMOND",2.808674,7.850794,5,5,155,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080023__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,0,DIAMOND",3.576289,11.422846,5,4,183,134,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080024__Bstart,,B,B,victory,9,"0,3,CIRCLE | 2,1,SQUARE | 2,2,TRIANGLE | 1,2,DIAMOND",2.829317,6.249498,4,5,139,196,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090023__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 2,0,TRIANGLE",3.783874,9.308777,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9090024__Bstart,,B,B,victory,11,"1,0,TRIANGLE | 2,1,CIRCLE | 0,3,CIRCLE | 3,3,TRIANGLE",2.898161,6.702311,5,6,152,190,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed1120023__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,SQUARE",3.781955,10.140128,4,3,175,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120024__Bstart,,B,A,victory,8,"2,0,DIAMOND | 1,1,CIRCLE | 1,2,SQUARE | 0,3,DIAMOND",2.704018,6.125715,4,4,140,173,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130023__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 3,3,CIRCLE",3.955202,11.150772,7,7,193,160,1,1,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed2130024__Bstart,,B,A,victory,10,"2,1,CIRCLE | 1,2,CIRCLE | 1,0,TRIANGLE | 2,3,TRIANGLE",2.777268,8.847110,5,5,151,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3140023__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,DIAMOND | 3,0,SQUARE | 0,3,TRIANGLE",3.768517,9.514304,4,3,175,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3140024__Bstart,,B,B,victory,9,"2,2,CIRCLE | 1,1,CIRCLE | 3,0,DIAMOND | 0,2,DIAMOND",2.810146,8.058957,4,5,138,185,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed4150023__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 2,0,DIAMOND",3.787304,9.533708,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4150024__Bstart,,B,B,victory,11,"2,0,SQUARE | 1,1,CIRCLE | 3,2,DIAMOND | 3,3,SQUARE",2.842566,6.115764,5,6,144,189,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed5160023__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 2,0,TRIANGLE",3.787982,9.026252,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160024__Bstart,,B,B,victory,9,"3,0,SQUARE | 1,2,CIRCLE | 2,2,TRIANGLE | 1,0,DIAMOND",2.716289,6.219426,4,5,140,196,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed6170023__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.970896,11.595890,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__Génétique (éval AB)__seed6170024__Bstart,,B,A,victory,10,"1,1,CIRCLE | 2,2,CIRCLE | 2,3,TRIANGLE | 3,0,SQUARE",2.770579,8.270570,5,5,149,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180023__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,SQUARE",3.786549,10.292378,4,3,177,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed7180024__Bstart,,B,B,victory,9,"1,0,SQUARE | 2,2,TRIANGLE | 2,1,CIRCLE | 3,2,DIAMOND",2.691870,5.420415,4,5,139,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed8190023__Astart,,A,A,victory,13,"1,1,CIRCLE | 2,1,SQUARE | 0,3,SQUARE | 2,3,CIRCLE",3.942528,11.308955,7,6,200,154,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8190024__Bstart,,B,B,victory,11,"0,3,SQUARE | 2,1,CIRCLE | 2,2,TRIANGLE | 3,1,DIAMOND",2.788762,6.067543,5,6,129,193,1,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9200023__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 2,0,TRIANGLE",3.788946,9.059764,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9200024__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,1,CIRCLE | 0,0,SQUARE | 0,3,TRIANGLE",2.762734,7.716118,4,5,137,189,0,0,0,0,1,0
